,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,-12.1,7.8,5.0,7.1,4.4,9.0,10.2,5.1,6.4,5.7,-2.7,0.7,2.0,-0.7,2.9,-1.6,1.8,3.3,2.1,4.5,4.3,-0.9,7.4,3.5
153,-2.3,-3.9,-2.1,-0.6,4.3,10.3,0.8,4.9,5.3,10.3,7.5,2.8,7.2,7.3,-2.4,0.5,10.0,12.2,2.5,1.9,4.3,-2.3,1.2,-5.9,-2.9,9.0,9.4,10.4,-2.1,-1.1,6.3,5.7,3.8,6.4,4.7,5.6,5.4,4.5,3.2,3.1,-7.7,7.9,10.9
154,-0.6,1.9,1.8,-1.6,1.7,-6.7,0.1,2.4,2.1,5.0,1.6,-8.0,-9.6,0.1,3.5,-10.0,-24.8,-17.6,-0.8,-8.1,3.8,18.2,26.4,9.3,6.6,4.5,4.2,8.1,5.4,3.2,5.3,6.3,15.2,20.7,4.6,-20.5,6.4,3.8,3.5,5.3,-2.0,4.1,2.4
155,10.1,10.8,7.1,8.6,8.8,-0.6,1.3,10.8,11.3,10.2,9.8,6.7,6.6,11.5,11.1,7.2,7.5,8.3,-2.2,5.7,9.0,-1.1,3.9,4.5,9.9,7.4,9.0,9.0,1.9,0.1,14.5,6.2,4.4,4.8,3.9,3.0,3.6,4.7,3.7,1.1,-4.1,7.6,3.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,7.9,6.9,4.4,4.1,-0.1,1.2,3.3,4.5,5.5,5.3,6.6,8.5,10.8,5.6,-5.5,6.3,2.6,1.4,0.7,2.7,5.2,1.9,3.0,3.8,2.6,-4.4,3.0,1.8
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,5.3,4.1,3.6,5.0,3.3,5.3,3.7,3.2,3.5,3.0,4.4,3.8,5.7,7.0,3.5,-7.5,1.3,0.9,-2.6,-1.0,2.8,2.2,3.2,4.8,4.5,3.5,-4.3,8.2,5.7
158,-2.7,-1.8,-1.7,3.9,0.2,-3.1,-0.2,8.4,1.3,4.3,2.2,6.0,12.7,4.0,8.1,10.1,1.6,-0.9,1.3,-0.5,-14.3,-8.0,-2.8,6.5,6.7,5.5,4.9,4.4,5.8,2.6,8.6,7.3,1.4,5.2,1.2,1.7,5.6,3.1,2.7,1.7,-3.4,-0.2,-4.5
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,5.7,2.7,4.6,4.7,2.2,3.7,2.7,-0.3,2.9,1.9
160,6.6,5.4,-0.4,-1.8,5.1,-1.2,0.0,2.1,4.2,2.4,-0.3,-1.0,-2.1,1.2,3.2,3.1,4.3,2.6,0.5,2.4,4.2,2.7,3.7,2.9,4.6,5.3,5.6,5.4,3.2,-1.5,3.0,3.2,2.4,2.5,1.4,1.3,0.7,1.2,1.5,0.3,-6.3,4.9,2.1
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.8,27.7,1.8,-0.2,-13.3,-5.8,-2.1,0.9,-6.5,5.3,6.5
162,1.2,-0.4,1.2,1.7,1.7,2.4,3.4,5.7,5.3,5.0,3.8,2.5,0.9,-1.3,2.3,4.1,2.4,3.9,4.5,4.7,5.1,3.9,2.7,3.0,3.1,3.7,4.1,3.6,0.9,-3.8,0.2,-0.8,-3.0,-1.4,1.4,3.8,3.0,3.0,2.3,2.1,-10.8,5.1,4.3
163,5.8,5.3,5.2,3.3,6.7,5.0,4.3,1.5,2.7,2.3,6.2,-0.4,-3.1,7.5,8.0,6.1,12.2,10.3,-1.6,2.9,8.4,-1.9,3.7,5.9,5.4,6.2,7.7,6.8,6.0,3.5,8.0,8.7,8.6,4.1,6.4,4.2,5.1,6.5,2.3,-0.2,-3.5,3.3,-8.7
164,2.5,6.3,4.1,-1.5,-5.6,-0.6,9.9,6.5,4.3,1.4,0.8,7.0,5.5,2.8,3.5,8.9,5.5,6.1,8.2,4.2,8.4,10.9,5.9,6.3,5.1,5.6,6.5,5.7,3.8,-2.8,3.9,-3.2,-17.0,2.0,4.7,4.9,4.7,0.8,-2.3,-2.5,-3.6,0.5,-0.3
165,-6.5,1.9,-6.3,-5.1,-3.0,-0.9,-2.4,-8.8,10.8,2.3,-1.5,-13.8,3.9,-2.2,-7.0,11.3,11.2,7.0,2.2,-0.9,-0.1,4.9,3.7,6.2,7.3,4.9,5.8,5.1,4.1,3.0,5.2,5.8,2.7,2.9,0.3,-3.4,-4.9,1.6,4.9,1.1,-15.9,-3.5,1.3
166,4.6,4.5,1.4,2.1,4.3,2.3,3.0,3.3,2.5,2.7,0.8,-1.1,-0.9,-1.8,3.9,3.9,1.6,3.1,4.3,4.2,4.8,1.4,2.2,2.3,4.3,2.9,4.7,3.4,-0.5,-4.3,6.0,3.2,-0.6,1.2,2.7,4.5,2.1,2.6,2.0,2.0,-2.2,5.1,2.6
167,5.1,1.6,-1.3,0.6,3.1,3.7,1.8,1.5,3.3,4.4,3.7,-0.9,-0.1,-0.1,1.3,0.6,0.5,2.2,2.9,1.6,4.1,1.6,-0.1,-0.1,2.6,2.8,4.2,3.9,2.7,-2.3,3.2,1.9,1.2,1.8,2.3,1.6,2.1,1.4,2.9,1.2,-2.5,4.2,2.2
168,10.5,8.5,2.6,1.6,-6.5,7.3,-4.8,1.3,12.7,-6.1,10.4,10.7,13.2,7.4,5.5,5.4,3.0,-1.1,5.6,-3.1,2.3,3.7,5.9,-2.0,6.9,6.2,5.0,5.7,4.5,5.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,-1.1,-10.3,3.1,-3.9,-6.0,9.3,-5.8,-2.9,2.0,3.1,-2.2,1.2,0.7,1.1,2.2,2.0,1.5,1.0,2.5,2.5,0.4,2.4,2.4,6.6,3.8,7.1,9.1,3.3,8.2,2.4,6.7,4.4,3.1,4.8,6.5,3.8,4.2,3.9,3.0,2.2,3.0,1.9,1.4
170,8.0,7.1,4.8,9.0,10.0,4.8,11.5,12.8,8.0,8.7,5.5,8.4,8.3,6.8,7.5,6.5,6.2,6.1,4.2,6.7,6.3,-1.4,5.5,4.2,7.0,5.4,5.8,6.9,0.8,-1.6,10.2,3.7,2.2,2.5,4.7,1.5,2.2,3.3,2.8,3.1,3.4,6.6,3.3
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.1,-21.4,-12.5,-4.4,1.7,5.3,3.7,8.3,10.2,9.1,10.2,10.6,6.7,7.0,7.8,7.9,3.9,6.5,7.4,7.5,7.4,6.7,6.0,6.9,7.1,7.6,7.4,4.4,9.2,5.5
172,3.3,0.5,0.6,2.4,3.4,4.6,6.6,5.9,4.4,3.8,7.0,2.1,0.6,1.2,1.6,3.6,4.5,3.5,3.7,4.8,4.9,6.0,7.2,6.9,7.8,7.4,4.7,8.5,5.6,5.4,6.4,7.9,5.1,6.8,6.7,6.2,6.9,6.8,7.0,7.0,4.8,4.9,4.5
173,4.6,5.9,5.4,5.6,5.8,4.6,5.5,9.5,13.3,12.2,11.6,8.4,9.2,8.7,8.0,8.1,5.7,-2.8,-7.6,4.6,4.5,3.4,6.1,7.2,6.3,4.2,5.0,5.4,1.7,-0.7,7.5,0.8,7.2,2.7,1.0,3.1,3.4,4.2,4.2,2.2,-6.2,1.5,2.8
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,-6.7,-2.2,0.4,3.0,-4.1,10.3,11.4,10.1,9.3,6.0,4.9,3.1,4.5,2.8,3.4,-3.1,-0.7,2.1,-8.6,1.5,3.3
175,-2.3,-3.4,-3.7,-5.2,5.9,3.7,3.3,-2.5,10.1,4.1,5.9,-0.6,-3.2,-16.3,13.9,19.7,-3.9,3.8,-2.3,2.5,-1.0,0.8,3.8,6.7,-1.0,-4.7,2.7,-1.2,4.1,5.5,6.1,6.4,6.5,6.1,5.9,5.7,5.6,4.3,5.0,5.5,1.8,5.3,5.4
176,15.8,14.0,12.8,5.8,44.1,5.6,8.8,1.7,-3.5,1.1,4.7,5.9,-3.8,-0.1,2.0,7.9,0.1,-0.6,2.3,2.3,3.8,1.5,4.5,0.1,-1.9,-0.4,-2.2,-2.5,4.8,-5.2,0.8,6.8,0.8,0.3,2.0,1.2,6.6,3.3,0.2,0.7,0.5,-2.7,-2.0
177,10.4,4.6,3.8,-10.3,-5.8,-4.1,-3.3,-4.6,-3.9,-0.8,1.5,3.1,10.1,-0.7,3.6,3.8,7.1,7.5,8.1,8.0,6.9,3.7,7.2,13.9,7.3,5.9,14.2,4.3,3.3,-4.8,3.5,-0.2,-0.6,2.3,-0.9,1.8,-6.3,-2.7,-0.7,-0.2,-7.4,-0.7,4.0
178,7.4,5.5,-0.5,4.7,5.7,5.7,-1.5,6.7,0.1,2.6,7.1,4.1,8.0,2.5,3.6,2.7,6.9,5.7,5.0,6.0,4.3,3.8,1.3,4.7,6.2,3.5,5.2,6.7,4.2,3.0,3.5,-2.0,4.2,2.4,3.1,1.0,1.1,2.2,2.5,1.4,-8.7,3.3,2.2
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-17.3,-7.2,-6.7,-11.3,6.7,16.5,18.6,20.4,15.8,17.1,14.7,13.0,11.0,11.1,14.7,6.1,16.2,12.9,6.1,-0.3,3.8,3.0,-1.0,4.7,0.9,-3.4,-3.0,4.6,1.2
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.3,-4.4,-1.9,-3.7,1.3,6.9,6.6,-5.6,-2.5,7.5,-2.9,3.8,1.7,9.4,4.7,3.4,1.6,13.9,1.0,2.5,3.0
181,-0.8,4.4,3.4,4.8,6.8,4.3,6.9,10.0,2.1,0.3,9.3,0.9,6.0,8.0,-5.5,7.2,7.0,7.5,3.1,-3.3,6.9,-5.8,6.4,5.8,9.8,9.0,6.9,5.0,0.8,-4.8,8.4,11.2,4.8,8.5,4.9,6.1,3.3,7.5,3.0,0.8,1.9,11.4,5.0
182,-3.4,3.9,8.2,4.9,-3.0,-3.0,0.9,4.0,8.3,6.4,6.5,1.8,5.9,6.7,7.7,9.2,6.6,4.6,6.1,8.0,3.9,8.8,7.1,6.2,5.8,10.0,7.0,8.1,10.4,8.1,7.5,7.7,2.3,3.9,5.7,8.0,0.2,6.8,5.5,7.8,-1.4,6.7,4.4
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,-14.2,-22.9,-12.2,-10.0,-3.0,-1.9,-0.2,5.9,8.8,5.3,9.5,11.8,3.1,7.6,8.2,2.2,-15.1,4.1,5.5,0.2,0.0,-6.6,-9.8,2.4,2.4,3.5,3.2,-3.8,3.4,-35.0
184,-1.8,8.0,-7.2,-5.2,4.5,-2.5,-19.3,5.3,-2.6,15.7,23.6,2.1,3.1,0.0,7.4,6.6,5.3,8.6,0.8,3.8,12.3,1.3,2.5,8.8,9.6,4.9,9.8,3.2,3.2,-5.2,1.6,6.9,4.5,5.1,4.4,5.1,3.0,2.4,1.2,3.4,-4.8,3.8,5.1
185,-2.1,-0.7,2.0,4.2,2.2,4.1,3.2,5.4,5.6,2.4,0.6,-1.2,0.3,2.4,3.8,2.4,2.4,4.9,3.2,3.0,3.7,2.1,2.1,3.0,2.4,2.6,2.6,2.3,-0.2,-4.2,2.1,1.5,1.5,1.9,3.0,2.6,2.3,2.1,1.7,1.7,-9.3,7.4,3.6
186,-0.3,2.5,-1.8,4.6,7.2,4.2,3.5,3.5,4.2,3.7,1.9,-0.1,3.5,2.8,4.0,2.7,3.8,4.4,4.5,4.8,4.1,1.0,1.7,2.8,3.9,3.5,2.8,2.0,0.1,-2.6,2.7,1.5,2.3,1.8,2.3,2.7,1.7,2.3,2.9,2.3,-3.4,5.7,1.6
187,6.0,1.9,-9.4,-5.9,-1.5,0.3,7.5,5.9,0.5,1.1,0.3,3.5,7.9,2.7,7.3,-1.4,5.6,5.0,4.5,-1.9,-1.9,-3.8,-7.7,0.8,5.0,7.5,4.1,6.5,7.2,4.2,7.8,5.2,3.5,4.6,3.2,0.4,1.7,1.6,0.5,0.4,-6.1,4.4,5.3
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.1,-2.3,-5.2,-0.9,1.7,5.2,4.3,4.3,3.8,4.2,4.0,4.2,7.4,7.0,7.5,9.5,9.0,8.1,7.1,7.5,7.1,7.3,6.9,7.2,5.9,4.4,5.4,5.7,1.9,7.4,5.2
189,5.5,4.4,2.0,3.0,9.6,1.0,-0.1,-2.9,-1.7,1.5,11.7,3.1,2.6,0.7,9.1,1.0,2.3,4.9,1.2,0.3,5.9,-3.4,-5.2,4.3,4.0,5.3,8.5,2.9,5.6,3.0,1.3,3.1,1.0,0.5,3.1,0.4,4.7,6.3,2.9,3.2,-5.4,0.4,1.7
190,-4.9,-1.3,2.6,-9.9,5.2,0.9,6.1,4.8,6.5,-13.9,6.5,9.7,6.1,0.3,-2.3,4.0,-0.2,6.4,0.3,-6.0,3.7,3.4,-8.9,-7.8,18.3,10.3,9.9,8.8,5.3,-3.2,-1.5,4.2,5.6,1.3,-3.9,-6.2,-17.0,-15.7,-19.7,-27.7,-30.0,0.5,6.0
191,-3.5,5.8,8.2,7.1,8.4,5.6,3.4,2.5,5.1,7.8,5.0,5.8,8.7,8.1,8.8,9.5,9.3,8.2,5.8,4.8,6.8,6.9,7.1,7.3,7.8,7.5,7.0,7.1,5.7,5.4,6.4,6.4,5.5,5.6,6.4,7.0,6.7,6.9,7.2,7.2,2.9,2.6,7.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,1.2,14.7,14.3,8.3,-8.6,-9.3,-12.5,14.0,21.9,11.3,-1.0,3.8,7.4,8.6,5.8,9.6,6.1,4.7,-0.2,3.7,8.9,1.4,1.2,1.4,-11.3,7.1,4.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,8.2,4.0,6.7,5.7,4.6,5.2,6.0,3.8,6.2,3.8,3.9,3.7,4.0,5.6,3.2,3.3,3.6,3.9,7.7,-12.7,2.4,4.8,-0.2,-28.0,-9.4,-5.1,0.8,1.4,-8.5,-1.0,2.0
194,3.9,6.6,-2.9,-1.1,-1.7,1.2,1.7,1.5,9.3,-3.7,-0.6,-0.7,2.1,-0.1,-13.3,2.9,6.2,3.8,-0.4,4.7,3.9,5.3,4.5,6.9,7.0,7.2,7.9,8.4,7.8,9.2,10.3,5.6,7.6,5.1,4.7,2.9,3.8,3.5,4.0,1.4,-2.8,4.6,2.9
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,-4.2,-0.5,-7.7,-16.2,-6.3,-7.4,-3.6,-3.4,-16.3,7.4,19.7,14.2,16.7,2.0,2.4,1.8,0.5,5.0,4.7,-6.1,-5.2,7.2,3.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.1,0.9,2.5,2.6,5.0,3.2,4.0,3.1,4.3,4.5,4.9,5.5,5.9,5.9,5.5,6.1,5.2,3.1,5.8,2.7,6.2,3.7,4.0,3.7,2.4,4.0,3.4,2.9,-1.8,4.8,3.7
197,4.4,5.2,4.2,5.4,6.5,5.8,5.3,6.8,7.8,5.4,5.6,4.9,5.5,5.2,5.5,6.4,6.5,4.7,1.4,4.5,5.6,3.7,5.0,6.1,6.9,7.3,7.7,8.6,5.0,4.2,8.3,6.4,5.6,5.8,5.6,5.6,5.4,5.7,5.3,4.1,-0.9,6.6,4.0
198,2.6,3.9,0.5,-0.4,6.4,4.8,2.4,4.5,3.7,4.0,1.3,-1.0,2.3,4.1,4.9,3.2,4.0,4.3,4.1,4.4,3.3,2.7,4.2,3.2,4.2,3.0,2.6,4.2,2.2,1.5,2.4,2.7,3.6,2.2,2.7,2.5,2.9,2.5,2.9,2.1,-2.1,5.0,3.6
199,4.3,2.2,0.2,-1.9,-0.2,-0.1,1.9,1.7,0.4,1.8,1.6,0.6,2.5,0.0,-0.5,5.0,4.2,3.6,3.1,3.8,3.2,1.7,2.8,5.8,3.2,3.4,6.5,3.7,1.8,-1.6,0.1,2.0,0.6,2.0,0.8,1.4,-0.7,0.9,1.7,0.6,-4.7,5.1,12.4
200,2.3,1.4,-1.8,0.9,2.1,0.2,2.2,4.4,0.1,3.2,1.8,2.2,7.3,5.4,3.4,4.7,3.8,5.6,5.4,4.1,3.6,2.2,3.4,2.1,3.8,5.6,7.0,7.0,4.4,-0.1,5.2,5.1,4.5,4.2,4.8,4.9,4.5,4.3,3.9,3.3,-7.1,11.0,4.7
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,-7.4,3.6,5.5,6.5,2.8,-1.0,7.2,-0.9,7.1,6.9,9.5,9.8,9.0,7.6,3.0,-1.0,8.0,9.4,5.1,7.4,4.8,4.9,2.8,6.3,3.2,1.9,0.6,9.6,4.6
202,4.2,4.8,4.8,6.0,7.7,7.3,5.7,7.7,8.4,5.0,5.0,5.9,5.7,5.2,6.2,6.4,6.2,5.0,2.3,4.5,6.1,4.2,5.3,5.9,6.8,7.3,8.1,9.4,5.6,4.4,8.7,6.7,5.8,6.0,5.5,5.3,5.1,5.5,5.2,4.4,0.9,6.8,2.9
203,-0.9,-2.6,0.5,4.5,2.8,1.6,3.1,2.4,1.4,0.1,-6.4,-10.2,-11.3,-6.8,-8.3,-1.6,-0.6,1.7,-1.3,3.7,7.2,4.5,4.3,6.1,7.2,5.7,7.5,7.7,4.8,-6.1,3.4,4.3,2.4,1.5,1.1,-0.1,1.5,3.1,3.6,3.1,-3.1,5.1,-1.5
204,1.4,0.1,0.7,2.0,2.5,2.5,2.7,2.9,4.0,3.4,2.4,1.0,-1.9,-1.8,0.3,1.6,1.3,2.8,2.1,3.1,4.6,2.7,1.9,2.3,3.5,2.9,4.3,4.1,1.6,-4.8,2.5,2.4,0.4,0.6,1.5,1.6,1.8,2.7,2.3,2.0,-5.4,5.4,1.9
205,-3.4,0.4,-2.4,-1.1,-1.4,-1.6,1.9,-0.5,2.8,4.3,12.2,10.6,7.3,1.6,1.9,2.7,4.2,3.2,2.9,1.1,6.1,0.8,2.3,12.4,10.5,4.7,5.8,5.2,4.6,0.3,5.2,6.4,3.7,2.8,3.6,2.1,4.9,0.6,1.4,0.5,-3.6,4.0,5.6
206,0.3,-3.6,5.5,3.6,3.5,5.3,0.5,-0.7,3.3,4.1,2.5,4.8,0.0,-0.3,3.4,0.3,5.2,2.6,5.7,4.0,4.3,3.8,3.0,6.3,4.6,5.4,4.6,5.5,4.7,2.8,4.5,-0.6,10.1,1.8,2.2,4.4,3.8,6.2,4.0,2.9,-1.8,5.3,4.1
207,1.0,3.3,-1.8,3.5,6.7,4.0,2.7,3.3,3.9,3.6,2.1,0.2,3.3,2.8,4.2,1.8,3.9,4.7,4.5,4.6,4.2,0.9,1.6,2.6,3.8,3.3,2.9,2.0,0.3,-2.9,3.0,1.9,2.4,1.8,2.4,2.6,1.7,2.3,2.8,2.0,-4.0,5.5,1.8
208,-1.9,2.5,0.3,1.0,3.9,1.1,5.6,-0.1,2.8,4.0,0.5,5.0,10.6,9.1,8.6,-0.6,5.7,-4.4,3.4,3.7,-2.1,0.4,1.0,6.1,2.3,2.7,2.4,4.8,0.6,4.0,7.7,1.9,3.4,3.9,10.5,5.7,4.8,3.9,0.9,3.1,-6.4,-0.4,5.2
209,5.7,-2.3,-0.4,-2.8,4.4,3.9,7.1,3.8,1.1,-0.1,-1.3,3.9,3.0,4.5,4.9,3.7,2.7,4.8,1.2,-1.3,3.2,0.9,0.3,2.1,7.3,5.2,5.7,6.8,5.0,-1.0,6.7,4.9,2.7,3.3,0.5,-1.1,-2.4,0.8,0.5,0.0,-6.6,7.3,3.6
210,5.2,6.0,4.2,6.7,4.1,5.7,4.9,4.1,8.3,5.5,5.3,2.0,5.5,4.3,6.2,6.9,7.3,4.0,5.4,7.4,4.2,4.3,3.8,7.2,7.5,8.9,8.5,8.9,4.2,7.1,9.0,6.3,5.4,6.0,6.9,7.3,7.6,6.6,6.4,3.8,-4.8,8.1,6.4
211,7.0,6.5,4.1,4.6,4.9,1.7,5.0,6.5,8.4,9.1,8.4,7.3,6.7,7.8,7.7,8.0,7.5,4.1,-7.5,3.3,5.8,3.3,5.1,5.8,6.5,5.7,6.0,6.6,5.2,2.4,7.4,5.0,6.1,5.1,4.8,4.9,5.1,5.4,5.3,4.7,-3.2,3.1,5.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,1.7,1.9,4.2,4.8,3.6,2.8,2.5,4.2,5.0,6.2,4.9,6.7,6.2,6.1,6.4,5.5,3.2,6.7,4.5,3.8,4.8,5.0,3.3,1.7,2.9,3.1,2.9,-1.7,4.5,3.4
213,1.7,0.4,0.7,1.8,2.5,2.6,2.7,3.0,4.2,3.8,3.2,1.9,1.2,-0.2,2.7,2.5,1.8,3.1,3.1,3.0,3.9,2.1,1.1,1.0,2.3,1.9,3.2,2.8,0.3,-4.3,2.2,1.6,-0.4,0.2,1.7,2.3,1.9,2.5,1.8,1.6,-6.3,5.6,3.2
214,2.2,2.0,-1.4,2.1,6.1,3.9,3.7,3.5,3.3,2.8,1.4,1.0,3.3,3.1,4.3,2.3,3.7,4.7,3.9,3.5,4.0,1.0,1.4,2.5,4.5,3.7,3.5,3.1,1.4,-2.4,3.8,2.6,2.5,2.2,2.0,1.8,0.9,2.0,2.4,1.6,-4.6,6.0,2.3
215,6.8,6.3,3.9,4.4,4.7,1.8,5.3,6.4,8.4,9.2,8.4,7.4,6.8,7.7,7.6,8.1,7.5,3.8,-8.1,3.0,5.5,3.4,5.1,5.7,6.0,5.4,5.5,6.2,5.4,2.5,6.9,4.8,6.2,5.0,4.7,5.0,5.1,5.5,5.4,4.9,-3.4,3.4,5.3
216,1.3,2.0,0.2,3.2,4.9,3.7,3.3,3.8,4.8,4.0,3.1,1.6,2.2,1.3,3.3,2.9,3.0,3.5,2.8,3.6,4.1,1.5,1.7,2.0,3.3,2.8,3.1,2.7,0.3,-3.3,3.2,1.8,1.2,1.4,2.0,2.3,1.8,2.5,2.3,1.7,-4.4,5.2,2.4
217,6.3,5.9,5.1,7.0,7.5,6.6,6.1,7.2,9.3,6.3,5.9,6.1,8.9,9.0,9.3,8.9,8.4,6.1,2.8,6.5,6.5,6.0,6.6,8.3,8.4,9.3,10.1,11.2,7.3,7.6,9.6,7.9,7.0,6.9,6.9,6.8,6.8,6.6,6.4,5.2,-0.6,7.2,4.4
218,-0.9,-0.6,1.4,4.5,4.1,2.4,4.4,5.0,1.7,0.2,-0.4,-5.6,-8.7,-4.4,-8.3,-0.2,0.4,2.7,-0.7,2.6,7.4,2.7,4.8,6.2,7.8,6.2,7.4,7.2,4.3,-5.7,4.5,5.8,3.1,3.1,1.8,1.0,1.9,4.1,3.4,2.5,-1.7,6.8,0.0
219,3.3,1.9,1.5,1.7,4.1,3.5,4.2,4.0,4.5,3.5,4.1,4.5,2.4,3.0,3.1,4.0,5.1,4.7,2.3,3.5,5.7,3.6,4.4,6.9,7.9,7.1,7.9,8.4,5.7,2.8,7.4,6.4,5.4,5.0,4.7,4.3,4.4,4.8,4.6,3.6,-1.9,6.6,3.7
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,-0.8,2.5,2.9,1.6,2.6,3.0,2.9,3.8,2.2,0.9,0.6,2.3,1.7,3.2,3.0,0.4,-4.5,2.1,1.7,-0.9,-0.2,1.4,2.0,1.9,2.6,1.8,1.6,-6.1,5.2,3.1
221,1.8,0.1,0.6,1.7,2.5,2.2,2.7,2.6,3.8,3.6,2.7,1.5,1.0,-0.6,2.7,2.8,2.0,2.6,3.0,2.9,3.9,2.3,1.3,1.1,2.8,2.1,3.7,3.4,0.9,-4.2,2.1,1.9,-0.7,0.0,1.7,2.5,2.1,3.0,2.2,2.0,-5.6,5.4,3.2
222,6.4,0.9,-0.5,-2.8,3.9,3.2,4.3,3.3,1.1,1.1,0.6,3.8,3.3,4.0,4.7,1.3,3.8,5.3,2.5,0.2,3.7,0.6,0.4,2.0,6.1,4.4,5.4,5.6,4.0,-1.9,6.1,4.6,3.0,2.9,1.3,0.4,-0.6,1.4,1.2,0.2,-7.0,6.9,3.5
223,0.9,2.0,-0.1,3.3,5.0,3.8,3.1,3.5,4.7,3.8,2.8,1.2,2.1,1.1,3.0,2.5,2.8,3.2,2.9,3.2,3.7,1.2,1.2,1.9,2.9,2.5,2.6,2.0,-0.1,-3.7,2.9,1.6,1.4,1.4,1.8,2.1,1.5,2.2,2.1,1.6,-4.8,5.1,2.0
224,-1.9,-0.2,0.4,0.7,0.3,1.2,2.0,-0.1,3.3,4.3,8.7,8.6,4.9,0.2,1.4,1.7,4.4,3.0,3.6,2.3,5.5,2.5,3.1,10.2,8.8,5.9,6.2,5.9,4.9,1.2,5.0,4.5,5.0,2.9,3.4,3.0,4.2,2.6,2.6,1.7,-2.7,4.5,5.0
225,3.8,4.2,2.2,4.0,6.6,4.3,5.5,6.5,5.5,4.6,4.3,3.8,4.0,4.2,6.2,5.3,4.9,4.7,1.0,5.5,5.9,2.2,3.9,2.8,5.3,4.2,4.8,5.2,1.8,-0.9,6.0,3.5,2.2,2.5,3.0,2.3,2.6,3.1,2.8,2.0,-1.7,5.3,2.8
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,1.6,1.8,3.9,4.8,3.5,2.4,2.4,4.0,4.6,6.3,4.8,6.8,6.2,6.0,6.5,5.7,3.7,6.9,5.0,4.8,4.9,5.0,3.2,1.5,3.0,3.3,3.2,-1.6,4.7,3.6
227,2.1,2.0,0.7,2.7,4.6,3.7,3.6,3.9,4.7,3.8,3.4,2.7,2.3,2.0,3.2,3.4,3.9,4.0,2.6,3.5,4.8,2.5,2.9,4.3,5.4,4.9,5.4,5.6,3.1,-0.1,5.4,4.3,3.5,3.4,3.5,3.4,3.3,3.8,3.6,2.8,-3.0,6.0,3.2
