,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Country,Happiness Score,Local Purchasing Power Index,Cost of Living Index,Capital,Latitude,Longitude,Rank,Crime Index,Safety Index,Normalized Happiness,Normalized Local Purchasing Power,Normalized Safety,"Equally Weighted Safety, Purchasing, and Happiness",Z-Score Happiness Score,Z-Score Safety Index,Z-Score Local Purchasing Power,"Equally Weighted Z-Score Safety, Purchasing, and Happiness"
40,40,40,42,El Salvador,6120.0,21.17,44.37,San Salvador,13.7,-89.2,32.0,69.79,30.21,0.6859885545504892,0.1084326306141155,0.2051912370761333,0.724183247616928,0.2889517047693059,-1.644414719648978,-0.9975168612519913,1.9448991609770774
41,41,41,43,Hungary,6086.0,51.98,40.66,Budapest,47.5,19.083333,318.0,35.06,64.94,0.6797120177219863,0.3908340971585701,0.7073964283132095,1.0560158262676438,0.25718610046128776,0.6381719279974517,0.15045378234081228,0.7043042244478764
42,42,42,45,Uzbekistan,6063.0,22.37,27.31,Tashkent,41.31666666666667,69.25,329.0,33.86,66.14,0.6754661251615285,0.1194317140238313,0.7247487528016775,0.9978873559891352,0.2356976034293932,0.7170404559898421,-0.9528052490380554,1.2155402989547286
43,43,43,46,Japan,6039.0,87.11,77.03,Tokyo,35.68333333333333,139.75,381.0,28.07,71.93,0.671035628576703,0.7128322639780018,0.8084737184585353,1.2696646820422728,0.21327482391785102,1.0975811035531258,1.4593862299037852,1.838471810343273
44,44,44,47,Honduras,6022.0,32.09,40.46,Tegucigalpa,14.1,-87.216667,4.0,80.87,19.13,0.6678973601624515,0.2085242896425298,0.044971440965946,0.7011360022031722,0.197392021763842,-2.3726341281120487,-0.5906411901051747,2.453000882916045
45,45,45,48,Portugal,6016.0,46.8,47.94,Lisbon,38.71666666666667,-9.133333,278.3333333333333,39.16666666666666,60.833333333333336,0.6667897360162451,0.3433547204399633,0.6480129178415636,0.9911719113224284,0.19178632688595645,0.36826629886793844,-0.042551343716010936,0.4173879237763532
46,46,46,49,Argentina,5967.0,30.72,34.69,Buenos Aires,-34.583333333333336,-58.666667,51.66666666666666,66.27333333333333,33.72666666666667,0.6577441388222264,0.1959670027497708,0.2560431880076157,0.7325220354684384,0.14600648538322453,-1.4132861167823898,-0.6416869473827517,1.5589925208624968
47,47,47,50,Greece,5948.0,39.73,56.22,Athens,37.98333333333333,23.733333,112.5,55.61,44.39,0.6542366623592394,0.278551787351054,0.410237871448196,0.8209213237465396,0.1282551182699203,-0.7124516138722324,-0.3059772590097832,0.7859126926718514
48,48,48,51,South Korea,5935.0,76.85,73.22,Seoul,37.55,126.983333,406.0,25.38,74.62,0.651836810042459,0.6187901008249312,0.8473718458535175,1.2352455063469994,0.11610944603450164,1.274378053802734,1.0771019454746333,1.6726235166401682
49,49,49,52,Philippines,5904.0,21.47,37.06,Manila,14.6,120.966667,212.7142857142857,46.040000000000006,53.96,0.6461140852870593,0.1111824014665444,0.5486226592437278,0.8548752890555794,0.08714668916542634,-0.08347510313291959,-0.9863389581985075,0.9936937046875481
50,50,50,53,Thailand,5891.0,31.56,43.21,Bangkok,13.75,100.516667,296.6666666666667,37.11333333333334,62.88666666666666,0.6437142329702787,0.2036663611365719,0.6777046730773865,0.9566251221340856,0.07500101693000766,0.5032191134326948,-0.6103888188329966,0.7946251561716777
51,51,51,54,Moldova,5857.0,33.43,30.35,Chisinau,47.0,28.85,228.0,44.74,55.26,0.6374376961417759,0.2208065994500458,0.5674210107729014,0.8815038141095982,0.04323541262198959,0.0019658021921697398,-0.5407132231329465,0.5424425821722259
52,52,52,55,Jamaica,5850.0,30.25,49.67,Kingston,18.0,-76.8,24.0,71.44,28.56,0.6361454679712018,0.1916590284142988,0.1813317909044899,0.6886911194328281,0.036695435264456455,-1.7528589456385149,-0.6591989954998765,1.8730735046821467
53,53,53,56,Colombia,5781.0,28.85,26.72,Bogota,4.6,-74.083333,73.0,62.68,37.32,0.6234077902898283,0.178826764436297,0.3080037596703058,0.7179711697859774,-0.027770055831227276,-1.1771186912940654,-0.7113625430828017,1.375651212006864
54,54,54,57,Mongolia,5761.0,24.34,34.74,Ulaanbaatar,47.91666666666666,106.916667,111.0,55.34,44.66,0.6197157098024737,0.1374885426214482,0.4141421444581013,0.757934282206913,-0.04645570542417908,-0.6947061950739448,-0.8794036856535108,1.1216620134343298
55,55,55,58,Dominican Republic,5737.0,21.07,41.77,Santo Domingo,18.466666666666665,-69.9,37.0,68.37,31.63,0.6152852132176482,0.1075160403299725,0.2257248210541537,0.6641440260760108,-0.06887848493572125,-1.5510869615246496,-1.001242828936486,1.8474583108680824
56,56,56,59,Malaysia,5711.0,55.3,37.02,Kuala Lumpur,3.1666666666666665,101.7,154.66666666666666,52.39000000000001,47.60999999999999,0.6104855085840871,0.4212648945921173,0.4567999421589183,0.8711043879830191,-0.0931698294065586,-0.5008210637593189,0.2741559094660349,0.5785013549783715
57,57,57,61,China,5585.0,59.99,41.77,Beijing,39.91666666666666,116.383333,333.5,33.53,66.47,0.587225401513753,0.4642529789184235,0.7295206420360061,1.0452582780223485,-0.21088942184215498,0.7387293011877494,0.4489037938688345,0.8897808408974043
58,58,58,62,Paraguay,5578.0,26.08,30.2,Asuncion,-25.266666666666666,-57.666667,170.0,49.29,50.71,0.5859331733431788,0.1534372135655362,0.5016267804207938,0.7864414084762418,-0.21742939919968812,-0.29707736644564336,-0.8145718479433038,0.8939003304353261
59,59,59,63,Peru,5559.0,28.17,32.53,Lima,-12.05,-77.05,28.0,70.7,29.3,0.582425696880192,0.1725939505041246,0.1920323910057118,0.6370908909507089,-0.23518076631299234,-1.7042233533765407,-0.7366991233373653,1.8714734380598594
60,60,60,64,Montenegro,5547.0,34.19,38.95,Podgorica,42.43333333333333,19.266667,193.0,47.2,52.8,0.5802104485877793,0.2277726856095325,0.5318487455715422,0.8193824803632513,-0.2463921560687634,-0.15971468019223048,-0.5123958687307871,0.5905653223255649
61,61,61,65,Ecuador,5533.0,31.76,37.34,Quito,-0.2166666666666666,-78.5,119.33333333333331,57.623333333333335,42.376666666666665,0.577625992246631,0.2054995417048579,0.3811245270286554,0.7218987142685794,-0.2594721107838297,-0.8447754775039097,-0.6029368834640072,1.0698150630402736
62,62,62,66,Vietnam,5485.0,29.38,37.48,Hanoi,21.03333333333333,105.85,207.5,45.865,54.135000000000005,0.5687649990769799,0.1836846929422548,0.5511532065649629,0.8130212467722895,-0.304317669806914,-0.07197344280069572,-0.6916149143549801,0.7590260933482731
63,63,63,67,Russia,5459.0,37.41,35.26,Moscow,55.75,37.6,235.1428571428572,43.39142857142857,56.60857142857143,0.5639652944434189,0.2572868927589367,0.5869217182932749,0.8536571337056412,-0.32860901427775135,0.09059900507885625,-0.39241970929005926,0.5197935092180054
64,64,64,68,Armenia,5399.0,28.86,33.89,Yerevan,40.16666666666666,44.5,428.0,21.66,78.34,0.552889052981355,0.1789184234647113,0.901164051767768,1.072284829399455,-0.3846659630566068,1.518870490579144,-0.7109899463143523,1.7205935528318366
65,65,65,69,Nepal,5377.0,22.96,28.29,Kathmandu,27.716666666666665,85.316667,294.0,37.25,62.75,0.5488277644452649,0.1248395967002749,0.6757284361217555,0.8794349090830019,-0.40522017760885376,0.49423686441133946,-0.930822039699537,1.129116087953276
66,66,66,70,Bulgaria,5371.0,45.96,38.38,Sofia,42.68333333333333,23.316667,272.5,39.63,60.37,0.5477201402990585,0.3356553620531623,0.6413129925529606,0.9077137371338464,-0.4108258724867393,0.3378142838930985,-0.07384947226576592,0.5369824321713231
67,67,67,71,Indonesia,5240.0,21.07,35.85,Jakarta,-6.166666666666667,106.816667,159.0,50.83,49.17,0.5235370131068857,0.1075160403299725,0.4793579639939268,0.7179378529270611,-0.5332168773205737,-0.3982919773692109,-1.001242828936486,1.202266168530462
68,68,68,72,Albania,5199.0,30.19,35.5,Tirana,41.31666666666667,19.816667,230.0,44.5,55.5,0.5159682481078087,0.191109074243813,0.5708914756705951,0.7928827077866677,-0.5715224589861249,0.017739507790647934,-0.6614345761105733,0.8743273470141347
69,69,69,73,South Africa,5194.0,78.36,42.09,Pretoria,-25.7,28.216667,12.166666666666666,77.33666666666666,22.66333333333333,0.5150452279859701,0.6326306141154904,0.0960643964042127,0.8214142980517006,-0.5761938713843628,-2.1404101290233437,1.1333640575105028,2.4895519646521334
70,70,70,74,Bangladesh,5155.0,25.3,33.13,Dhaka,23.716666666666665,90.4,56.0,63.66,36.34,0.5078456710356286,0.1462878093492209,0.2938326946713904,0.6046858698627515,-0.6126308880906188,-1.2415279891545172,-0.843634395882362,1.6212425317677048
71,71,71,75,Algeria,5122.0,24.63,26.87,Algiers,36.75,3.05,130.0,53.88,46.12,0.5017537382314935,0.1401466544454628,0.4352541392524039,0.6788549655986065,-0.6434622099189893,-0.5987494860165365,-0.8685983793684763,1.235721533048785
72,72,72,76,Ukraine,5084.0,37.22,30.71,Kyiv,50.43333333333333,30.516667,192.2,47.742,52.258,0.4947387853055197,0.255545371219065,0.5240112790109175,0.7646291408046966,-0.6789649441455977,-0.19533696533545974,-0.399499047890599,0.8116337934503444
73,73,73,77,Morocco,5060.0,34.36,33.83,Rabat,34.016666666666666,-6.816667,209.0,45.78,54.22,0.4903082887206941,0.2293308890925756,0.5523823295495626,0.7733829017238539,-0.7013877236571399,-0.06638692206790181,-0.5060617236671462,0.867439006777743
74,74,74,80,Georgia,4973.0,31.15,30.18,Tbilisi,41.68333333333333,44.833333,407.0,25.16,74.84,0.4742477386007015,0.1999083409715857,0.85055310534307,0.9941402553798084,-0.7826702993864803,1.2888372839346722,-0.6256652863394246,1.6325230143958216
75,75,75,81,Iraq,4941.0,40.92,34.47,Baghdad,33.333333333333336,44.4,91.0,59.13,40.87,0.4683404098209341,0.2894592117323556,0.3593377196153567,0.6574594827564069,-0.8125673387352031,-0.9437992959832442,-0.2616382435642966,1.2725868778095615
76,76,76,82,Venezuela,4925.0,15.41,43.2,Caracas,10.483333333333333,-66.866667,1.0,83.98,16.02,0.4653867454310504,0.0556370302474793,0.0,0.4687006528240218,-0.8275158584095647,-2.5770350631589936,-1.2121325998788834,2.9656631050001847
77,77,77,83,Iran,4888.0,17.98,37.39,Tehran,35.7,51.416667,107.0,55.72,44.28,0.4585563965294443,0.0791934005499541,0.4086472417034199,0.6193045548359448,-0.8620843101565254,-0.7196812289382015,-1.1163752303873709,1.5834847912520371
78,78,78,84,Ghana,4872.0,16.82,36.2,Accra,5.55,-0.216667,200.0,46.88,53.12,0.4556027321395606,0.0685609532538955,0.5364760321018002,0.7071640452284086,-0.8770328298308869,-0.13868307272759303,-1.159596455527509,1.4605079660632811
79,79,79,85,Turkey,4744.0,32.88,28.31,Ankara,39.93333333333333,32.866667,338.1666666666667,32.01,67.99,0.431973417020491,0.2157653528872594,0.7515002530547321,0.8932571583033908,-0.9966209872257784,0.8386294366447768,-0.5612060453976669,1.4182753433578787
80,80,80,86,Cambodia,4640.0,13.32,49.11,Phnom Penh,11.55,104.916667,133.0,53.56,46.44,0.412774598486247,0.0364802933088909,0.4398814257826621,0.6043255328909848,-1.093786365109128,-0.5777178785518992,-1.290005324484822,1.7872437709770697
81,81,81,88,Nigeria,4552.0,9.34,30.49,Abuja,9.083333333333334,7.533333,45.0,66.22,33.78,0.3965294443418866,0.0,0.2568144024293254,0.4724290820061958,-1.176003223318116,-1.4097808488716168,-1.4382988383277093,2.332202643732875
82,82,82,89,Kenya,4543.0,32.18,33.92,Nairobi,-1.2833333333333332,36.816667,92.0,59.03,40.97,0.394868008122577,0.2093492208982585,0.3607837466560624,0.5743803199802247,-1.1844117656349442,-0.937226918650545,-0.5872878191891296,1.6205346371446694
83,83,83,90,Tunisia,4516.0,27.83,27.87,Tunis,36.8,10.183333,196.0,47.14,52.86,0.3898836994646483,0.1694775435380384,0.5327163617959656,0.6815560571200714,-1.2096373925854291,-0.1557712537926108,-0.7493674134646473,1.4314464102479327
84,84,84,91,Pakistan,4516.0,26.63,19.92,Islamabad,33.68333333333333,73.05,248.25,41.99,58.010000000000005,0.3898836994646483,0.1584784601283226,0.6071867543923073,0.7387831049383498,-1.2096373925854291,0.18270617884139803,-0.7940790256785831,1.4584806026650985
85,85,85,93,Sri Lanka,4362.0,19.27,31.29,Colombo,6.916666666666667,79.833333,259.0,41.19,58.81,0.3614546797120177,0.0910174152153987,0.6187549707179525,0.7223512782202187,-1.353516894451158,0.2352851975029914,-1.0683102472573898,1.7403028162144294
86,86,86,94,Egypt,4288.0,21.54,29.52,Cairo,30.05,31.25,218.5,44.96,55.04,0.3477939819088056,0.1118240146654445,0.5642397512833489,0.6721843207306873,-1.4226537979450797,-0.01249342793976841,-0.9837307808193612,1.7296896148386611
87,87,87,95,Ethiopia,4241.0,10.15,47.49,Addis Ababa,9.033333333333331,38.7,195.0,47.15,52.85,0.3391175927635222,0.0074243813015582,0.532571759091895,0.6314178820255826,-1.4665650744885164,-0.1564284915258806,-1.4081185000833025,2.0391372442646962
88,88,88,96,Jordan,4152.0,31.34,49.19,Amman,31.95,35.933333,280.0,38.82,61.18,0.3226878345947941,0.2016498625114574,0.6530258115826766,0.755799455040542,-1.549716215177152,0.3910505402879621,-0.6185859477388848,1.713823050195824
89,89,89,97,India,3777.0,49.72,24.43,New Delhi,28.6,77.2,236.12,43.3524,56.6476,0.253461325456895,0.3701191567369385,0.5874860819897332,0.7391689456529381,-1.9000721450449982,0.09316411006070369,0.0662469126712331,1.9035079094182334
90,90,90,99,Tanzania,3702.0,15.97,32.81,Dar es Salaam,-6.8,39.283333,83.0,59.9,40.1,0.2396160236293151,0.0607699358386801,0.3482033114019232,0.4270297061716275,-1.9701433310185676,-0.9944066014450278,-1.1912671808457136,2.507872949316708
91,91,91,100,Zimbabwe,2995.0,19.07,45.68,Harare,-17.816666666666666,31.033333,78.0,60.35,39.65,0.1091009784013291,0.0891842346471127,0.3416961897187477,0.3696121443703237,-2.630681044129414,-1.0239822994421743,-1.0757621826263792,3.0209744750794862
92,92,92,101,Lebanon,2955.0,35.12,69.62,Beirut,33.86666666666667,35.5,207.0,46.67,53.33,0.1017168174266199,0.2362969752520623,0.5395126888872822,0.5977093883578034,-2.6680523433153174,-0.12488108032892467,-0.47774436926498687,2.7133629085065043
93,93,93,102,Afghanistan,2404.0,23.04,20.37,Kabul,34.516666666666666,69.183333,8.0,79.39,20.61,0.0,0.1255728689275893,0.0663726411683898,0.1420347595005299,-3.18284198960114,-2.275362943588101,-0.9278412655519414,4.021025872819408
