,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Country,Happiness Score,Local Purchasing Power Index,Cost of Living Index,Capital,Latitude,Longitude,Rank,Crime Index,Safety Index,Normalized Happiness,Normalized Local Purchasing Power,Normalized Safety,"Equally Weighted Safety, Purchasing, and Happiness",Z-Score Happiness Score,Z-Score Safety Index,Z-Score Local Purchasing Power,"Equally Weighted Z-Score Safety, Purchasing, and Happiness","Prioritized Happiness, Purchasing, then Safety","Prioritized Happiness, Safety, then Purchasing","Prioritized Purchasing, Happiness, then Safety","Prioritized Purchasing, Safety, then Happiness","Prioritized Safety, Purchasing, then Happiness","Prioritized Safety, Happiness, then Purchasing"
13,13,13,13,13,Canada,7025.0,87.98,70.22,Ottawa,45.41666666666666,-75.7,236.1714285714285,43.21114285714286,56.78885714285714,0.853055196603286,0.7208065994500459,0.5895286984723758,1.2628576359135433,1.1344773488503752,0.102448062498665,1.491802148758889,1.8769677971680667,2.99585066677769,2.908447526631297,2.816809568363944,2.606518539745815,2.435949211415876,2.5609122602152974
14,14,14,14,14,United Kingdom,6943.0,88.78,69.65,London,51.5,-0.083333,211.8333333333333,46.55277777777778,53.44722222222222,0.837917666605132,0.7281393217231897,0.5412077539183316,1.2349893605816291,1.0578661855192728,-0.1171767935667049,1.521609890234846,1.8569081629084867,2.9550985540824617,2.8320953987331907,2.8058887617817,2.5778695068156283,2.3364515829520083,2.4443329216756444
15,15,15,15,15,Belgium,6805.0,79.72,72.61,Brussels,50.833333333333336,4.333333,234.25,43.4025,56.5975,0.8124423112423851,0.6450962419798351,0.5867616224423396,1.1918476715103072,0.9289352033279052,0.0898713490170213,1.18403721801963,1.5076278071897125,2.8194766232598925,2.780983378154747,2.5942015516738857,2.4046957745482254,2.328789807797903,2.4809276514933845
16,16,16,16,16,France,6687.0,85.41,74.13,Paris,48.86666666666667,2.333333,134.5,53.906666666666666,46.09333333333333,0.7906590363669928,0.697250229147571,0.434868532041549,1.140355310416492,0.8186898707294896,-0.6005021199719233,1.396044779267376,1.726208830427402,2.785680809863967,2.6208540304231485,2.658025286887271,2.399376004474024,2.0668258275466487,2.165345351356502
17,17,17,17,17,Bahrain,6647.0,61.41,54.77,Manama,26.23333333333333,50.566667,432.0,21.06,78.94,0.7832748753922836,0.4772685609532539,0.909840214012002,1.291941958730574,0.781318571543586,1.5583047545753388,0.5018125349886584,1.8139978607051224,2.6945548994069766,3.0100993194901706,2.309102607115176,2.444345291488894,2.995821019823949,3.1831032556702006
18,18,18,18,18,Slovenia,6630.0,59.48,53.88,Ljubljana,46.05,14.516667,430.0,21.48,78.52,0.7801366069780321,0.4595783684692942,0.9037669004410382,1.2793045034880852,0.7654357693895769,1.530700769778002,0.4299013586779115,1.764582653732348,2.6719210031954845,2.9926424524190782,2.269836470630797,2.4034770766043283,2.967256936229487,3.1617742284908483
19,19,19,19,19,Costa Rica,6582.0,39.88,47.01,San Jose,9.933333333333334,-84.083333,110.0,55.38,44.62,0.771275613808381,0.2799266727772686,0.4135637336418191,0.91883620758621,0.7205902103664926,-0.6973351460070245,-0.3003883074830409,1.0467854089569602,2.4162502731322815,2.473114118144703,1.804364079335185,1.408629262361076,1.5644860168879606,1.9992843439611048
20,20,20,20,20,United Arab Emirates,6576.0,92.17,58.33,Abu Dhabi,24.466666666666665,54.366667,448.5,14.825,85.175,0.7701679896621746,0.7592117323556371,1.0,1.4729430358458275,0.7149845154886071,1.9680924812691332,1.647920194739215,2.6646260226241703,2.9400745583893393,3.1487824702968807,2.925791691169952,3.1274239915972863,3.4494591678241484,3.4567379686270043
21,21,21,21,21,Saudi Arabia,6523.0,91.85,50.41,Riyadh,24.65,46.7,379.6666666666667,28.516666666666666,71.48333333333333,0.7603839763706849,0.7562786434463794,0.8020147976767166,1.339167246368733,0.6654675440672848,1.0682244848004023,1.635997098148832,2.064082630924796,2.8521415472441856,2.889380980935959,2.846678657765127,2.880748377260474,2.9419488368912026,2.945121758747861
22,22,22,22,22,Singapore,6480.0,91.34,83.98,Singapore,1.2833333333333332,103.85,386.0,27.22,72.78,0.7524460033228725,0.7516040329972503,0.8207649483045334,1.3434056389265454,0.6252933974424384,1.1534463108810686,1.6169946629579095,2.082330897096957,2.8335250980510738,2.8905196617785154,2.8324075719767428,2.888766690326085,2.9813931946114693,2.9820302609752436
23,23,23,23,23,Romania,6477.0,48.12,35.24,Bucharest,44.43333333333333,26.1,329.625,32.99625,67.00375,0.7518921912497692,0.3554537121906508,0.7372388113657725,1.1114001411537209,0.6224905500034956,0.7738093652010312,0.0066314297193185,0.9931361409074788,2.4772943378585213,2.7181810842560874,1.9854507316034216,1.9688961884237255,2.441806875688368,2.6980371375160472
24,24,24,24,24,Spain,6476.0,70.04,53.88,Madrid,40.4,-3.683333,328.8888888888889,32.846666666666664,67.15333333333334,0.7517075872254015,0.5563703024747938,0.7394018268141616,1.1921943095251917,0.621556267523848,0.7836405462945275,0.8233635461605476,1.2955123421415309,2.621161075865008,2.7535407804662135,2.3649320221833228,2.353264915805221,2.593008195910858,2.7368304028035615
25,25,25,25,25,Uruguay,6474.0,30.07,52.07,Montevideo,-34.85,-56.166667,121.0,54.81,45.19,0.751338379176666,0.1900091659028414,0.4218060877738413,0.8823452945610276,0.6196877025645529,-0.659872595210639,-0.6659057373319669,1.1237771761480957,2.3244178945288265,2.4142015711356337,1.6615923579272365,1.2653545791200012,1.5199364044853507,1.9736829290364837
26,26,26,26,26,Italy,6467.0,61.74,66.47,Rome,41.9,12.483333,203.0,47.11166666666667,52.88833333333333,0.750046151006092,0.4802933088909258,0.5331260694574987,1.038014593895312,0.6131477252070197,-0.153909080215013,0.5141082283474909,0.8148284533285335,2.504011404516413,2.53588216288882,2.147238990792586,1.9430897600132653,2.010797486649873,2.244764849719993
27,27,27,27,28,Lithuania,6446.0,58.74,45.65,Vilnius,54.68333333333333,25.316667,330.6666666666667,33.516666666666666,66.48333333333333,0.7461694664943695,0.4527956003666362,0.7297134456414336,1.1376618307694812,0.5935277931344203,0.7396056181654428,0.4023291978126512,1.0301264461499244,2.5225972707017372,2.710326652133906,2.1458732266996354,2.128828416084892,2.4837873722046067,2.6878308654702203
28,28,28,28,29,Slovakia,6391.0,54.7,44.68,Bratislava,48.15,17.116667,370.0,29.89,70.11,0.7360162451541443,0.4157653528872594,0.7821560263176922,1.1516721717994904,0.5421422567538028,0.977963836098,0.2518001033590671,1.146182700674399,2.4856972024621586,2.7377750537359797,2.081921026355589,2.1317925717818658,2.59597297237903,2.8010092693046253
29,29,29,29,30,Estonia,6341.0,63.46,53.68,Tallinn,59.43333333333333,24.716667,426.5,22.145,77.85499999999999,0.7267860439357579,0.4960586617781852,0.8941508206203455,1.254510996205689,0.4954281327714233,1.486994460515552,0.578194872520799,1.6706019486863588,2.556905171619549,2.8632251987797637,2.264297963604099,2.4373978905895552,2.950943230139268,3.0910349756527595
30,30,30,30,31,Panama,6309.0,33.09,51.43,Panama City,8.966666666666667,-79.533333,194.0,47.16,52.84,0.7208787151559904,0.2176901924839597,0.5324271563878246,0.9222439041424346,0.4655310934227004,-0.1570857292591503,-0.5533815132602281,0.7400177190435335,2.2693677212295507,2.4203922874247406,1.669923454488966,1.442248941249458,1.8056938537063225,2.1627208787766707
31,31,31,31,32,Brazil,6293.0,27.85,33.24,Brasilia,-15.783333333333331,-47.916667,57.23076923076923,67.51076923076923,32.48923076923077,0.7179250507661067,0.1696608615948671,0.2381495303192939,0.7751879676994025,0.450582573748339,-1.4946150732121493,-0.7486222199277482,1.731281057774325,2.19330842274346,2.2123275096106285,1.5418962301255494,1.0006699981995721,1.0681724577368907,1.6127266076892521
32,32,32,32,33,Kazakhstan,6234.0,32.23,28.68,Astana,51.16666666666666,71.416667,195.5,48.650000000000006,51.35,0.7070334133284105,0.2098075160403299,0.51088135348131,0.8971706630762798,0.3954599074491312,-0.2550141515163685,-0.5854248353468825,0.7510945304781638,2.2217431806012944,2.3637014302132155,1.6299562852019396,1.3928632456151333,1.7392443297952513,2.095853525428808
33,33,33,33,34,Cyprus,6221.0,57.31,59.03,Nicosia,35.166666666666664,33.366667,359.5,30.96,69.03999999999999,0.7046335610116301,0.4396883593033914,0.7666835369821415,1.1303264813717695,0.3833142352137125,0.9076393986381184,0.3490478599243777,1.0452624021725003,2.414473681124409,2.648228943003242,2.076961758641055,2.1418813502582004,2.561258417545287,2.7330555222017816
34,34,34,34,35,Latvia,6180.0,51.65,48.45,Riga,56.95,24.1,289.0,37.91,62.09,0.6970647960125531,0.3878093492208983,0.6661846576530982,1.0392773543551954,0.3450086535481613,0.450859174015525,0.1381580889819799,0.5842881338588259,2.3277629458398734,2.5097207120061866,1.9341572168623458,1.9012291140990227,2.2542630010812736,2.4674301192809103
35,35,35,35,36,Serbia,6178.0,37.83,36.21,Belgrade,44.833333333333336,20.5,270.0,39.71,60.290000000000006,0.6966955879638176,0.2611365719523373,0.6401561709203963,0.9815176894313884,0.3431400885888661,0.3325563820269397,-0.3767706450151816,0.608518682185501,2.247450075219866,2.4649248837388775,1.7219377675222836,1.6547855504134874,2.1086377800939395,2.387033847030911
36,36,36,36,37,Chile,6172.0,33.27,43.9,Santiago,-33.45,-70.666667,86.0,59.8,40.2,0.6955879638176112,0.2193400549954171,0.3496493384426289,0.8088308444951212,0.3375343937109805,-0.9878342241123284,-0.5466747714281378,1.178388402429968,2.160851322383452,2.2117215552347993,1.5781684507788207,1.1856862116217495,1.332882137763806,1.7560673279283532
37,37,37,37,39,Mexico,6128.0,38.62,35.35,Mexico City,19.433333333333334,-99.133333,169.30769230769232,52.16538461538461,47.83461538461539,0.687465386745431,0.2683776351970669,0.4600479413580419,0.8696432149995694,0.2964259646064865,-0.4860584931351014,-0.3473355003076738,0.6669056612562482,2.180189957412211,2.2742209457795575,1.6584081933907835,1.4026489535981068,1.632639535659625,1.96653455654766
38,38,38,38,40,Croatia,6125.0,47.55,48.94,Zagreb,45.8,16.0,394.6666666666667,26.136666666666667,73.86333333333333,0.6869115746723279,0.3502291475710357,0.8364302412455112,1.137595497396669,0.2936231171675438,1.224647065318643,-0.014606586082301,1.259439685687937,2.3317128842275405,2.677265443032832,1.921184451431018,2.091471684621602,2.6942585753565624,2.882115618380675
39,39,39,39,41,Poland,6123.0,59.95,38.95,Warsaw,52.25,21.0,331.57142857142856,33.39714285714286,66.60285714285715,0.6865423666235924,0.4638863428047662,0.7314417922472294,1.1052321274988994,0.2917545522082486,0.7474611739297644,0.4474134067950366,0.9186934645716373,2.374412146644106,2.56851760970141,2.087362841359729,2.1326236551064297,2.4793479861336123,2.629755897936123
40,40,40,40,42,El Salvador,6120.0,21.17,44.37,San Salvador,13.7,-89.2,32.0,69.79,30.21,0.6859885545504892,0.1084326306141155,0.2051912370761333,0.724183247616928,0.2889517047693059,-1.644414719648978,-0.9975168612519912,1.9448991609770772,2.079508754025539,2.1012839130497474,1.4248660814641447,0.8630253707178487,0.9468589295440816,1.507650429388219
41,41,41,41,43,Hungary,6086.0,51.98,40.66,Budapest,47.5,19.083333,318.0,35.06,64.94,0.6797120177219863,0.3908340971585701,0.7073964283132095,1.0560158262676438,0.2571861004612877,0.6381719279974517,0.1504537823408122,0.7043042244478764,2.2955371301981913,2.512462131452759,1.9295608408259257,1.9591857690664836,2.361503960224349,2.550386708081169
42,42,42,42,45,Uzbekistan,6063.0,22.37,27.31,Tashkent,41.31666666666667,69.25,329.0,33.86,66.14,0.6754661251615285,0.1194317140238313,0.7247487528016775,0.9978873559891352,0.2356976034293932,0.7170404559898421,-0.9528052490380554,1.2155402989547286,2.165319114614018,2.494312997446709,1.574374195825928,1.6388022802715128,2.2892481332716414,2.5625433989429083
43,43,43,43,46,Japan,6039.0,87.11,77.03,Tokyo,35.68333333333333,139.75,381.0,28.07,71.93,0.671035628576703,0.7128322639780018,0.8084737184585353,1.2696646820422728,0.213274823917851,1.0975811035531258,1.4593862299037852,1.838471810343273,2.5959099431767974,2.678665373594594,2.651028770463936,2.763688903926064,2.892313251021556,2.862158779101688
44,44,44,44,47,Honduras,6022.0,32.09,40.46,Tegucigalpa,14.1,-87.216667,4.0,80.87,19.13,0.6678973601624515,0.2085242896425298,0.044971440965946,0.7011360022031722,0.197392021763842,-2.3726341281120487,-0.5906411901051747,2.453000882916045,2.0471282083430884,2.0165202837533966,1.4757070778744454,0.919520538139568,0.7988856462089178,1.3586875243196244
45,45,45,45,48,Portugal,6016.0,46.8,47.94,Lisbon,38.71666666666667,-9.133333,278.3333333333333,39.16666666666666,60.833333333333336,0.6667897360162451,0.3433547204399633,0.6480129178415636,0.9911719113224284,0.1917863268859564,0.3682662988679384,-0.0425513437160109,0.4173879237763532,2.2120053269358744,2.4081221728384294,1.8053772808894102,1.7847475158269335,2.166902185945657,2.382354580552755
46,46,46,46,49,Argentina,5967.0,30.72,34.69,Buenos Aires,-34.583333333333336,-58.666667,51.66666666666666,66.27333333333333,33.72666666666667,0.6577441388222264,0.1959670027497708,0.2560431880076157,0.7325220354684384,0.1460064853832245,-1.4132861167823898,-0.6416869473827517,1.5589925208624968,2.0280080246850476,2.04799455371885,1.463453148633611,1.0200428442746723,1.0845564272769934,1.5358826458791137
47,47,47,47,50,Greece,5948.0,39.73,56.22,Athens,37.98333333333333,23.733333,112.5,55.61,44.39,0.6542366623592394,0.278551787351054,0.410237871448196,0.8209213237465396,0.1282551182699203,-0.7124516138722324,-0.3059772590097832,0.7859126926718514,2.0810790464302,2.145460798125305,1.60583854630482,1.3414641028311363,1.5010149912155921,1.8177869897953984
48,48,48,48,51,South Korea,5935.0,76.85,73.22,Seoul,37.55,126.983333,406.0,25.38,74.62,0.651836810042459,0.6187901008249312,0.8473718458535175,1.2352455063469994,0.1161094460345016,1.274378053802734,1.0771019454746331,1.6726235166401682,2.464480643664679,2.6606537564660075,2.42151082028573,2.5967591546805946,2.901525010877697,2.9231519808061677
49,49,49,49,52,Philippines,5904.0,21.47,37.06,Manila,14.6,120.966667,212.7142857142857,46.040000000000006,53.96,0.6461140852870593,0.1111824014665444,0.5486226592437278,0.8548752890555794,0.0871466891654263,-0.0834751031329195,-0.9863389581985076,0.993693704687548,2.026722385694728,2.230129932581397,1.4429463623516305,1.3163071213481228,1.7820748909377349,2.0954943501098104
50,50,50,50,53,Thailand,5891.0,31.56,43.21,Bangkok,13.75,100.516667,296.6666666666667,37.11333333333334,62.88666666666666,0.6437142329702787,0.2036663611365719,0.6777046730773865,0.9566251221340856,0.0750010169300076,0.5032191134326948,-0.6103888188329966,0.7946251561716777,2.0867476354609837,2.368106122169982,1.577997325331224,1.6201303618226948,2.1711380830249625,2.415057899258528
51,51,51,51,54,Moldova,5857.0,33.43,30.35,Chisinau,47.0,28.85,228.0,44.74,55.26,0.6374376961417759,0.2208065994500458,0.5674210107729014,0.8815038141095982,0.0432354126219895,0.0019658021921697,-0.5407132231329465,0.5424425821722259,2.043019865070364,2.234628227779662,1.5446921565680711,1.4604770520535186,1.8705743677021176,2.138167966135893
52,52,52,52,55,Jamaica,5850.0,30.25,49.67,Kingston,18.0,-76.8,24.0,71.44,28.56,0.6361454679712018,0.1916590284142988,0.1813317909044899,0.6886911194328281,0.0366954352644564,-1.7528589456385149,-0.6591989954998765,1.8730735046821467,1.9549791453788388,1.952021404730472,1.4079077003228029,0.9310234038654639,0.9206219390416557,1.3969210336978883
53,53,53,53,56,Colombia,5781.0,28.85,26.72,Bogota,4.6,-74.083333,73.0,62.68,37.32,0.6234077902898283,0.178826764436297,0.3080037596703058,0.7179711697859774,-0.0277700558312272,-1.1771186912940654,-0.7113625430828017,1.375651212006864,1.9288643860138228,1.977164568898944,1.3918428478301792,1.0275765869204174,1.1706195639269221,1.5621539448448518
54,54,54,54,57,Mongolia,5761.0,24.34,34.74,Ulaanbaatar,47.91666666666666,106.916667,111.0,55.34,44.66,0.6197157098024737,0.1374885426214482,0.4141421444581013,0.757934282206913,-0.046455705424179,-0.6947061950739448,-0.8794036856535108,1.1216620134343298,1.9244620448345788,2.0399475511398433,1.370340050458213,1.1136562837837047,1.415373943780179,1.7603172400460376
55,55,55,55,58,Dominican Republic,5737.0,21.07,41.77,Santo Domingo,18.466666666666665,-69.9,37.0,68.37,31.63,0.6152852132176482,0.1075160403299725,0.2257248210541537,0.6641440260760108,-0.0688784849357212,-1.5510869615246496,-1.001242828936486,1.8474583108680824,1.8719972043225535,1.903299640289604,1.2920110524338417,0.8285046549767431,0.9398829410498944,1.4086974575489057
56,56,56,56,59,Malaysia,5711.0,55.3,37.02,Kuala Lumpur,3.1666666666666665,101.7,154.66666666666666,52.39000000000001,47.60999999999999,0.6104855085840871,0.4212648945921173,0.4567999421589183,0.8711043879830191,-0.0931698294065586,-0.5008210637593189,0.2741559094660349,0.5785013549783715,2.0670644979148003,2.0895841370382326,1.815657846253651,1.6746743885179904,1.7206233423563457,1.8831436537311523
57,57,57,57,61,China,5585.0,59.99,41.77,Beijing,39.91666666666666,116.383333,333.5,33.53,66.47,0.587225401513753,0.4642529789184235,0.7295206420360061,1.0452582780223485,-0.2108894218421549,0.7387293011877494,0.4489037938688345,0.8897808408974043,2.120808037174049,2.334059842143734,1.962476117510797,2.100812365900669,2.448828350524215,2.5267902211256525
58,58,58,58,62,Paraguay,5578.0,26.08,30.2,Asuncion,-25.266666666666666,-57.666667,170.0,49.29,50.71,0.5859331733431788,0.1534372135655362,0.5016267804207938,0.7864414084762418,-0.2174293991996881,-0.2970773664456433,-0.8145718479433038,0.8939003304353261,1.8535534773721594,2.0297585665453295,1.3552811397979998,1.2496888402823065,1.6438231167522293,1.9134990343663016
59,59,59,59,63,Peru,5559.0,28.17,32.53,Lima,-12.05,-77.05,28.0,70.7,29.3,0.582425696880192,0.1725939505041246,0.1920323910057118,0.6370908909507089,-0.2351807663129923,-1.7042233533765407,-0.7366991233373653,1.8714734380598597,1.7913705249543566,1.7972956518084324,1.289128874277689,0.8688057866539802,0.8889670028449838,1.3109368383161961
60,60,60,60,64,Montenegro,5547.0,34.19,38.95,Podgorica,42.43333333333333,19.266667,193.0,47.2,52.8,0.5802104485877793,0.2277726856095325,0.5318487455715422,0.8193824803632513,-0.2463921560687634,-0.1597146801922304,-0.5123958687307871,0.5905653223255649,1.8762148478410001,2.052591101712116,1.4478823548740973,1.3910499933872018,1.7578206800990124,1.9860072629287422
61,61,61,61,65,Ecuador,5533.0,31.76,37.34,Quito,-0.2166666666666666,-78.5,119.33333333333331,57.623333333333335,42.376666666666665,0.577625992246631,0.2054995417048579,0.3811245270286554,0.7218987142685794,-0.2594721107838297,-0.8447754775039097,-0.6029368834640072,1.0698150630402736,1.8212748924686215,1.9042373182779286,1.3637938288269955,1.137869044353668,1.3453160146998466,1.6383346285914466
62,62,62,62,66,Vietnam,5485.0,29.38,37.48,Hanoi,21.03333333333333,105.85,207.5,45.865,54.135000000000005,0.5687649990769799,0.1836846929422548,0.5511532065649629,0.8130212467722895,-0.304317669806914,-0.0719734428006957,-0.6916149143549801,0.7590260933482731,1.8303477102363186,2.03967206001945,1.3789144105413513,1.3572890813655039,1.7867239864684654,2.015351899069491
63,63,63,63,67,Russia,5459.0,37.41,35.26,Moscow,55.75,37.6,235.1428571428572,43.39142857142857,56.60857142857143,0.5639652944434189,0.2572868927589367,0.5869217182932749,0.8536571337056412,-0.3286090142777513,0.0905990050788562,-0.3924197092900592,0.5197935092180054,1.8632699654576075,2.0752389353596707,1.4874385444181808,1.5138474736986915,1.9191500631054934,2.106826497168462
64,64,64,64,68,Armenia,5399.0,28.86,33.89,Yerevan,40.16666666666666,44.5,428.0,21.66,78.34,0.552889052981355,0.1789184234647113,0.901164051767768,1.072284829399455,-0.3846659630566068,1.518870490579144,-0.7109899463143523,1.7205935528318366,1.9212809792892003,2.45592653375639,1.5241220712662287,1.9601477286154994,2.782553386318673,2.9263675188991694
65,65,65,65,69,Nepal,5377.0,22.96,28.29,Kathmandu,27.716666666666665,85.316667,294.0,37.25,62.75,0.5488277644452649,0.1248395967002749,0.6757284361217555,0.8794349090830019,-0.4052201776088537,0.4942368644113394,-0.930822039699537,1.129116087953276,1.7971799726890425,2.1337590861370423,1.3422819761980296,1.5059588031213824,2.1149543468110883,2.308660403667074
66,66,66,66,70,Bulgaria,5371.0,45.96,38.38,Sofia,42.68333333333333,23.316667,272.5,39.63,60.37,0.5477201402990585,0.3356553620531623,0.6413129925529606,0.9077137371338464,-0.4108258724867393,0.3378142838930985,-0.0738494722657659,0.5369824321713231,1.8873040591066332,2.1113432000854235,1.6202630840235392,1.720205647134525,2.1100228980142566,2.239239853206222
67,67,67,67,71,Indonesia,5240.0,21.07,35.85,Jakarta,-6.166666666666667,106.816667,159.0,50.83,49.17,0.5235370131068857,0.1075160403299725,0.4793579639939268,0.7179378529270611,-0.5332168773205737,-0.3982919773692109,-1.001242828936486,1.202266168530462,1.6561527375798593,1.8432349189242705,1.1959035765353523,1.1389752082572373,1.5454404933886812,1.7821280072147958
68,68,68,68,72,Albania,5199.0,30.19,35.5,Tirana,41.31666666666667,19.816667,230.0,44.5,55.5,0.5159682481078087,0.191109074243813,0.5708914756705951,0.7928827077866677,-0.5715224589861249,0.0177395077906479,-0.6614345761105733,0.8743273470141347,1.693522036327142,1.9329252659455558,1.3113024492999545,1.3778953680718231,1.8290892922514466,2.0086486261713965
69,69,69,69,73,South Africa,5194.0,78.36,42.09,Pretoria,-25.7,28.216667,12.166666666666666,77.33666666666666,22.66333333333333,0.5150452279859701,0.6326306141154904,0.0960643964042127,0.8214142980517006,-0.5761938713843628,-2.140410129023344,1.1333640575105028,2.4895519646521334,1.999389563282042,1.6806484607978684,2.1615522572878656,1.9758994167574486,1.3961421406304737,1.2427240867180347
70,70,70,70,74,Bangladesh,5155.0,25.3,33.13,Dhaka,23.716666666666665,90.4,56.0,63.66,36.34,0.5078456710356286,0.1462878093492209,0.2938326946713904,0.6046858698627515,-0.6126308880906188,-1.2415279891545172,-0.843634395882362,1.6212425317677048,1.5789563564016829,1.6394864327899292,1.1448002722283517,0.8921092667934662,1.058558732601578,1.352800021305204
